articleId,article_createdAt,articleType,replyId,replyType,reply_createdAt,reply_type,latency_hours,text_preview,year,clean_text,is_url_only,in_2020_win,in_2024_win,cluster_id,umap_x,umap_y,scam_hits,pol_hits,health_hits,topic,window,sub_electoral,sub_candidate,sub_cross_strait,sub_party,sub_defense,sub_theme
35ocei1zjjjnp,2023-04-17 13:07:40.699000+00:00,TEXT,IPlemIcBn6k8q-JUgeDl,RUMOR,2023-04-19 07:15:43.203000+00:00,RUMOR,42.134028888888885,爆炸新聞：白宮內部人士透露，當被問及美軍是否可以保衛台灣人民時，拜登回應說：「當然不會，我們的軍事演習表明他們都不會幸存，我們只是需要用台灣借口來對中國政府實施製裁」。,,爆炸新聞：白宮內部人士透露，當被問及美軍是否可以保衛台灣人民時，拜登回應說：「當然不會，我們的軍事演習表明他們都不會幸存，我們只是需要用台灣借口來對中國政府實施製裁」。,False,False,False,108,11.534411430358888,4.284474849700928,0,1,0,political,off,0,0,1,0,0,cross_strait
36472s5hgutte,2023-01-27 11:56:39.414999999+00:00,TEXT,4fu7EoYBC7Q3lHuUUq6c,OPINIONATED,2023-02-02 15:25:11.707000+00:00,OPINIONATED,147.47563666666667,"此文讓我想起許許多多「外來政權」與「國民黨人」在台灣建構的新文化。永和豆漿也是一個典型的例子。大陸改革開放前，沒見過有哪家早餐店把豆漿，燒餅，油條，包子集中一道銷售。如今這類早餐店在全國遍地開花，卻是受了「台灣文化」的影響，而這種文化不也是源自大陸，源自國民黨老兵？有趣的是，自李登輝以來，這些“外來文化”都變成了“新台灣人”的文化；但日本料理，依舊是神聖不可動搖的日本料理。俞

回味台灣獨門料理：",,"此文讓我想起許許多多「外來政權」與「國民黨人」在台灣建構的新文化。永和豆漿也是一個典型的例子。大陸改革開放前，沒見過有哪家早餐店把豆漿，燒餅，油條，包子集中一道銷售。如今這類早餐店在全國遍地開花，卻是受了「台灣文化」的影響，而這種文化不也是源自大陸，源自國民黨老兵？有趣的是，自李登輝以來，這些“外來文化”都變成了“新台灣人”的文化；但日本料理，依舊是神聖不可動搖的日本料理。俞

回味台灣獨門料理：",False,False,False,74,10.5962553024292,2.6459336280822754,0,1,0,political,off,0,0,0,1,0,party
2j8qvfzv6rusx,2022-04-16 13:55:47.893999998+00:00,TEXT,IVPY54EBZ4FY5vnAl7vo,RUMOR,2022-07-10 11:22:20.519000+00:00,RUMOR,2037.4423958333336,點選統一證券開戶推薦連結（複製到google打開），進入統一證券線上開戶頁面並透過手機下載統一證券-「線上開戶」APP地址： https://kr.ormugr.tw,,點選統一證券開戶推薦連結（複製到google打開），進入統一證券線上開戶頁面並透過手機下載統一證券-「線上開戶」APP地址：,False,False,False,-1,5.9841132164001465,7.553915023803711,0,1,0,political,off,0,0,1,0,0,cross_strait
3qj2p25oy6nc,2022-08-18 11:28:16.432999999+00:00,TEXT,bvn5g4cBn6k8q-JUbMml,RUMOR,2023-04-15 08:12:54.308000+00:00,RUMOR,5756.743854166667,"1971 年發表的一項研究表明，鼻子長度被認為是古羅馬社會陰莖大小的指標。 這也可以解釋為什麼割掉鼻子稱為劓，是當時羅馬對通姦或性犯罪的罪犯的流行懲罰。 劓是中國古代的一種刑罰，屬五刑內肉刑的一種，被處劓刑的受刑人被割去鼻子。
然而，直到去年，一組日本研究人員在他們的研究中聲稱，鼻子大的男性可能有長陰莖。
根據日本京都府立醫科大學的研究人員對 126 名年齡在 30 至 50 歲之間的死者進行了為",,"1971 年發表的一項研究表明，鼻子長度被認為是古羅馬社會陰莖大小的指標。 這也可以解釋為什麼割掉鼻子稱為劓，是當時羅馬對通姦或性犯罪的罪犯的流行懲罰。 劓是中國古代的一種刑罰，屬五刑內肉刑的一種，被處劓刑的受刑人被割去鼻子。
然而，直到去年，一組日本研究人員在他們的研究中聲稱，鼻子大的男性可能有長陰莖。
根據日本京都府立醫科大學的研究人員對 126 名年齡在 30 至 50 歲之間的死者進行了為",False,False,False,-1,10.699956893920898,2.834231376647949,0,1,0,political,off,0,0,1,0,0,cross_strait
aeakx8u86jt2,2023-04-08 02:30:51.442000002+00:00,TEXT,6vnrXocBn6k8q-JUTZ8y,RUMOR,2023-04-08 03:31:31.760000+00:00,RUMOR,1.0111994444444443,"這就是麥卡錫在洛杉磯召待的國宴。

瞧瞧這張餐桌就可以知道多寒簡隨意丫！餐桌沒有桌巾! 然後一人一份餐盒(就是典型的簡餐),飲料一大瓶放在桌上自己隨便倒！
這些老美真沒有把”台灣總統” 放在眼裏！
台灣人的臉和尊嚴都被蔡英文丟光了！",,"這就是麥卡錫在洛杉磯召待的國宴。

瞧瞧這張餐桌就可以知道多寒簡隨意丫！餐桌沒有桌巾! 然後一人一份餐盒(就是典型的簡餐),飲料一大瓶放在桌上自己隨便倒！
這些老美真沒有把”台灣總統” 放在眼裏！
台灣人的臉和尊嚴都被蔡英文丟光了！",False,False,False,74,10.596874237060549,3.1729466915130615,0,2,0,political,off,0,1,0,0,0,candidate
2dqsgh4gd8bno,2023-03-21 05:28:43.433000002+00:00,TEXT,AvlNXIcBn6k8q-JU155o,RUMOR,2023-04-07 15:20:18.022000+00:00,RUMOR,417.8596080555555,"美國前白宮國家安全顧問歐布萊恩（Robert O'Brien）13日語出驚人表示，若中國真的攻打台灣，美國寧願先摧毀台積電，以免落入中國手中，「美方和盟國絕不會讓這些（半導體）工廠落入中國手中。」。
歐布萊恩於3月20日至24日率團訪問台灣，總統蔡英文21日將親自頒授「特種大綬景星勳章」。

https://tw.news.yahoo.com/白宮前國安顧問語出驚人-中國攻台前美方應先摧毀台積電-",,"美國前白宮國家安全顧問歐布萊恩（Robert O'Brien）13日語出驚人表示，若中國真的攻打台灣，美國寧願先摧毀台積電，以免落入中國手中，「美方和盟國絕不會讓這些（半導體）工廠落入中國手中。」。
歐布萊恩於3月20日至24日率團訪問台灣，總統蔡英文21日將親自頒授「特種大綬景星勳章」。",False,False,False,108,11.506928443908691,4.400861740112305,0,4,0,political,off,0,1,1,0,1,candidate
268xfxf6k671u,2021-12-30 03:07:36.605000+00:00,TEXT,tKRsGH4BnX5-aOa4nKNe,OPINIONATED,2022-01-02 01:34:38.171000+00:00,OPINIONATED,70.450435,"崔天凱把中美關係說“透”了：沒有迴旋餘地，唯有征服之。

一向比較溫和的中國前駐美大使崔天凱，在“2021年國際形勢與中國外交研討會”對中美關係表態非常強勢，一改他以往的風格。
也許是因爲與美國貼身接觸多年的經驗，崔天凱對中美關係比別人有更深刻的切膚之痛。他把中美關係的本質，說“透”了，說到“家”了。
歸納崔天凱的講話，有四個核心觀點：一、美國絕不允許中國崛起。
崔天凱說，＂美國不會接受一個社會制",,"崔天凱把中美關係說“透”了：沒有迴旋餘地，唯有征服之。

一向比較溫和的中國前駐美大使崔天凱，在“2021年國際形勢與中國外交研討會”對中美關係表態非常強勢，一改他以往的風格。
也許是因爲與美國貼身接觸多年的經驗，崔天凱對中美關係比別人有更深刻的切膚之痛。他把中美關係的本質，說“透”了，說到“家”了。
歸納崔天凱的講話，有四個核心觀點：一、美國絕不允許中國崛起。
崔天凱說，＂美國不會接受一個社會制",False,False,False,108,11.528677940368652,4.604130268096924,0,1,0,political,off,0,0,1,0,0,cross_strait
24279695kbmej,2023-04-13 05:35:11.639000+00:00,TEXT,G_kdeYcBn6k8q-JU_71I,RUMOR,2023-04-13 05:37:01.763000+00:00,RUMOR,0.03059,"民主剛果總統提醒法國總統馬克龍，法國在1994年捲入種族滅絕，並問法國將如何幫助恢復民主剛果的安全？

馬克龍在記者面前說，不要歸咎於法國，不承擔這個責任！馬克龍以高高在上的態度去視察非洲。

法国总统与刚果民主共和国总统之间的口角 在马克龙访问刚果后的新闻发布会上，刚果总统提醒法国总统法国卷入了种族灭绝发生在 1994 年，并问他法国将如何帮助恢复刚果的安全？马克龙开始在记者面前争辩，称他拒绝接",,"民主剛果總統提醒法國總統馬克龍，法國在1994年捲入種族滅絕，並問法國將如何幫助恢復民主剛果的安全？

馬克龍在記者面前說，不要歸咎於法國，不承擔這個責任！馬克龍以高高在上的態度去視察非洲。

法国总统与刚果民主共和国总统之间的口角 在马克龙访问刚果后的新闻发布会上，刚果总统提醒法国总统法国卷入了种族灭绝发生在 1994 年，并问他法国将如何帮助恢复刚果的安全？马克龙开始在记者面前争辩，称他拒绝接",False,False,False,-1,11.243728637695312,5.072082996368408,0,1,0,political,off,0,0,0,0,0,general
nbozfnvlcp32,2023-03-09 14:58:12.123000+00:00,TEXT,gfx41oYBC7Q3lHuUkmSw,OPINIONATED,2023-03-12 15:37:51.535000+00:00,OPINIONATED,72.66094777777778,"民調：超8成受訪台灣民眾認為美國有「毀台計劃」且早在執行⚡️⚡️⚡️
2月27日，據「中時新聞網」報道，美國總統拜登日前被傳親口講出「毀滅台灣計劃」，引發島內輿論熱議。26日，台灣一網絡媒體針對「美國是否有毀台計劃」進行民調，結果顯示，高達85%的島內網友認為，「當然有，且早就在執行了。」 ​​​​
據華盛頓著名脫口秀主持人GarlandNixon推特發推稱，白宮內部人士透露，當被問及他的政策對台",,"民調：超8成受訪台灣民眾認為美國有「毀台計劃」且早在執行⚡️⚡️⚡️
2月27日，據「中時新聞網」報道，美國總統拜登日前被傳親口講出「毀滅台灣計劃」，引發島內輿論熱議。26日，台灣一網絡媒體針對「美國是否有毀台計劃」進行民調，結果顯示，高達85%的島內網友認為，「當然有，且早就在執行了。」 ​​​​
據華盛頓著名脫口秀主持人GarlandNixon推特發推稱，白宮內部人士透露，當被問及他的政策對台",False,False,False,108,11.295560836791992,4.474228858947754,0,1,0,political,off,0,0,0,0,0,general
md308rmtl4t1,2022-11-13 05:03:12.771999999+00:00,TEXT,lfzJm4YBC7Q3lHuUui7b,OPINIONATED,2023-03-01 06:08:54.490000+00:00,OPINIONATED,2593.094921666667,"
曹公圳的澄清湖

高雄的澄清湖其實是
曹公圳的一部份

1837年中國清代政府派曹謹（1787-1849）
出任鳳山縣知縣
身為河南人的曹謹深懂水利工程
接納金門人幕僚
林樹梅（1808-1851）的規劃
從高雄大樹
引入高屏溪水灌溉高雄平原
即著手建造五條水圳系統的曹公圳
對高雄地區的開發和農業
做出了不朽的貢獻
可以說沒有曹謹
就沒有高雄

曹謹同時開鑿許多
大大小小的蓄水埤塘
以調節曹公圳",,"曹公圳的澄清湖

高雄的澄清湖其實是
曹公圳的一部份

1837年中國清代政府派曹謹（1787-1849）
出任鳳山縣知縣
身為河南人的曹謹深懂水利工程
接納金門人幕僚
林樹梅（1808-1851）的規劃
從高雄大樹
引入高屏溪水灌溉高雄平原
即著手建造五條水圳系統的曹公圳
對高雄地區的開發和農業
做出了不朽的貢獻
可以說沒有曹謹
就沒有高雄

曹謹同時開鑿許多
大大小小的蓄水埤塘
以調節曹公圳",False,False,False,43,10.334176063537598,2.1016077995300293,0,1,0,political,off,0,0,1,0,0,cross_strait
3229owi03evnt,2023-04-14 13:14:52.213000002+00:00,TEXT,Tvnof4cBn6k8q-JUGsWO,RUMOR,2023-04-14 13:15:30.317000+00:00,RUMOR,0.0105844444444444,"上一屆跟這一屆，他為什麼急著要選總統？

中共國務院總理李克強已經透過多種管道要求郭台銘本人出面說明，如果郭台銘無法提出一兆兩億元人民幣的償債還款計畫，富士康的資產就會被接管。",,"上一屆跟這一屆，他為什麼急著要選總統？

中共國務院總理李克強已經透過多種管道要求郭台銘本人出面說明，如果郭台銘無法提出一兆兩億元人民幣的償債還款計畫，富士康的資產就會被接管。",False,False,False,-1,10.312098503112791,4.970300674438477,0,3,0,political,off,0,1,1,0,0,candidate
388i759t9ajja,2022-03-27 07:54:28.203000+00:00,TEXT,Pvu9KYYBC7Q3lHuUscO4,RUMOR,2023-02-07 02:39:03.094000+00:00,RUMOR,7602.743025277778,"愛抱臭老美豬腿爛豬鼻，請問有否在台也設置生化實驗室？
2022.03.12

普京在烏克蘭摧毀美國生化實驗室，繳獲不少文件，通過其國防部發言人曝光

繼美國在全世界設有生化實驗室包括  ”台灣的10個”

台灣10個實驗室

https://www.cellbiolabs.com/taxonomy/term/59


臭老美策劃烏俄事件，得不償失曝露研發散播病毒證物，罪不可赦全球應予嚴厲譴責抨擊。",,"愛抱臭老美豬腿爛豬鼻，請問有否在台也設置生化實驗室？
2022.03.12

普京在烏克蘭摧毀美國生化實驗室，繳獲不少文件，通過其國防部發言人曝光

繼美國在全世界設有生化實驗室包括  ”台灣的10個”

台灣10個實驗室

 


臭老美策劃烏俄事件，得不償失曝露研發散播病毒證物，罪不可赦全球應予嚴厲譴責抨擊。",False,False,False,20,13.079679489135742,4.664341926574707,0,1,1,political,off,0,0,0,0,1,defense
r07ka5wtsvup,2023-05-11 13:02:54.237999999+00:00,TEXT,CaSzC4gBpPlTXSoG3qrb,OPINIONATED,2023-05-11 16:45:17.401000+00:00,OPINIONATED,3.706434166666667,"闢謠！正面回應「炸台積電」說　美議員斥：中共斷章取義 | 鏡週刊 | LINE TODAY

https://liff.line.me/1454987169-1WAXAP3K/v2/article/oqnlLvq?utm_source=lineshare",,闢謠！正面回應「炸台積電」說　美議員斥：中共斷章取義 | 鏡週刊 | LINE TODAY,False,False,False,-1,10.440496444702148,5.782598495483398,0,1,0,political,off,0,0,1,0,0,cross_strait
1pdyhwyjrrl7f,2023-03-23 11:39:31.692000001+00:00,TEXT,6vmkWocBn6k8q-JUfpv9,RUMOR,2023-04-07 07:35:42.587000+00:00,RUMOR,355.9363597222222,"16歲烏克蘭孩子父親戰死，如今他也被徵兵，
他不願為腐敗政府賣命
選擇直播上吊自殺！
無恥詐騙黨想讓16歲孩子上戰場，日本殖民台灣，他們拿到逃亡卡，仇中反中.抗中.保中.就是要引爆兩岸戰火，報復日本戰敗恥辱，成就美國獨霸世界的野心，台灣人民睡醒了嗎?",,"16歲烏克蘭孩子父親戰死，如今他也被徵兵，
他不願為腐敗政府賣命
選擇直播上吊自殺！
無恥詐騙黨想讓16歲孩子上戰場，日本殖民台灣，他們拿到逃亡卡，仇中反中.抗中.保中.就是要引爆兩岸戰火，報復日本戰敗恥辱，成就美國獨霸世界的野心，台灣人民睡醒了嗎?",False,False,False,20,12.807795524597168,4.8126935958862305,1,2,0,political,off,0,0,2,0,0,cross_strait
2yss907p9ejpa,2023-06-11 05:19:14.302000001+00:00,TEXT,kvX8XIsBAjOeMOklQlLk,RUMOR,2023-10-23 14:41:57.986000+00:00,RUMOR,3225.378801111111,又一所大學被迫倒閉，最後一場畢典，環球科大創辦人大酸：要感謝台灣執政者教育部的錯誤政策，毀掉了整個教育的百年大計。台灣少子化的問題越來越嚴重，導致許多大學招不到學生，面臨倒閉的危機。要解決這個問題必須先徹底改善台灣的民生經濟，讓年輕人有穩定的工作及較高的收入，可以買得起貴的不合理的房子，才會有意願結婚生子。另外台灣也必須立即與中國坐下來談判，兩岸如何和平交流，讓中國大陸的學生願意來台灣唸書。台灣拜,,又一所大學被迫倒閉，最後一場畢典，環球科大創辦人大酸：要感謝台灣執政者教育部的錯誤政策，毀掉了整個教育的百年大計。台灣少子化的問題越來越嚴重，導致許多大學招不到學生，面臨倒閉的危機。要解決這個問題必須先徹底改善台灣的民生經濟，讓年輕人有穩定的工作及較高的收入，可以買得起貴的不合理的房子，才會有意願結婚生子。另外台灣也必須立即與中國坐下來談判，兩岸如何和平交流，讓中國大陸的學生願意來台灣唸書。台灣拜,False,False,False,-1,9.839460372924805,3.4377760887145996,0,2,0,political,off,0,0,2,0,0,cross_strait
1fio5pboj03k0,2023-10-19 09:33:19.157000002+00:00,TEXT,dfX9UYsBAjOeMOklWEZO,OPINIONATED,2023-10-21 11:27:19.623000+00:00,OPINIONATED,49.90012944444444,"美國《新聞周刊》10/15文章

原題 : 中國不會開戰, 因為沒必要 (China Isn't Going to War Because It Doesn't Have To)

別緊張, 孩子們 : 中國大陸不會 “入侵” 台灣, 在可預見的未來, 美國海軍不會與中國軍隊交戰; 這是場騙局. 鬧劇. 木偶戲, 目的是: 掩蓋五角大樓耗費數萬億美元購買過時武器的無能和腐敗, 多年前我們失去南海;",,"美國《新聞周刊》10/15文章

原題 : 中國不會開戰, 因為沒必要 (China Isn't Going to War Because It Doesn't Have To)

別緊張, 孩子們 : 中國大陸不會 “入侵” 台灣, 在可預見的未來, 美國海軍不會與中國軍隊交戰; 這是場騙局. 鬧劇. 木偶戲, 目的是: 掩蓋五角大樓耗費數萬億美元購買過時武器的無能和腐敗, 多年前我們失去南海;",False,False,True,108,11.561988830566406,4.286463260650635,0,1,0,political,2024,0,0,1,0,1,cross_strait
AV8z1TdFyCdS-nWhuhub,2017-10-19 08:52:12.225000001+00:00,TEXT,AV9CVYcnyCdS-nWhuh2g,RUMOR,2017-10-22 04:27:02.308000+00:00,RUMOR,67.58057861111112,"【民進黨員之嘆】
作者:立委{柯建銘}的親叔叔，擔任國中校長47年。在民進黨{社群網站}提出抗議：

蔡總統英文女士，您好！

(A)新聞說：妳又要出訪南太平洋邦交國。一年三次，歷任總統中妳出訪頻率最高。
出訪如果有用，花那麼多納稅人的錢，我們沒話說。.               問題是：妳去幹嘛？

前兩次的經驗是：妳去灑錢和渡假，有什麼意義？明顯的是渡假，國人多懷疑妳是否{去開戶}？
那麼{",,"【民進黨員之嘆】
作者:立委{柯建銘}的親叔叔，擔任國中校長47年。在民進黨{社群網站}提出抗議：

蔡總統英文女士，您好！

(A)新聞說：妳又要出訪南太平洋邦交國。一年三次，歷任總統中妳出訪頻率最高。
出訪如果有用，花那麼多納稅人的錢，我們沒話說。.               問題是：妳去幹嘛？

前兩次的經驗是：妳去灑錢和渡假，有什麼意義？明顯的是渡假，國人多懷疑妳是否{去開戶}？
那麼{",False,False,False,-1,10.87596607208252,5.227395534515381,0,3,0,political,off,0,0,0,1,0,party
2jm97naazxsmr,2023-10-26 11:36:43.763000+00:00,TEXT,c_WobIsBAjOeMOklj2VR,RUMOR,2023-10-26 15:44:27.983000+00:00,RUMOR,4.12895,"曾淼泓博士：潛艦國造 海鯤號 這是 蔡假博士 國防政策 成敗的討論。買一艘 一堆無法解決問題的 海鯤號，已經可以 買三艘 日本潛艦 雷鯨號，假如 您是老闆，碰到這問題，您要怎麼解決？
(2023/10/26日) 潛艦國造 海鯤號  它已花了500億 仍無能力下水；日本潛艦 雷鯨號 只花150億，是 國造海鯤號 的1/3預算，也就是 自製一艘 一堆無法解決問題的 海鯤號已經可以 買三艘日本潛艦 雷鯨",,"曾淼泓博士：潛艦國造 海鯤號 這是 蔡假博士 國防政策 成敗的討論。買一艘 一堆無法解決問題的 海鯤號，已經可以 買三艘 日本潛艦 雷鯨號，假如 您是老闆，碰到這問題，您要怎麼解決？
(2023/10/26日) 潛艦國造 海鯤號  它已花了500億 仍無能力下水；日本潛艦 雷鯨號 只花150億，是 國造海鯤號 的1/3預算，也就是 自製一艘 一堆無法解決問題的 海鯤號已經可以 買三艘日本潛艦 雷鯨",False,False,True,-1,11.693697929382324,3.967651844024658,0,1,0,political,2024,0,0,0,0,1,defense
oqfus2lcou3m,2023-12-24 14:45:42.745000001+00:00,TEXT,8fYTnYwBAjOeMOkl-dC4,RUMOR,2023-12-24 18:26:21.240000+00:00,RUMOR,3.6773597222222225,特權賴清德。 賴清德萬里老家豪宅別墅土地所有權是國有財產局的，地上的建築物是實質違建（民國92年賴清德擔任立委時，在沒有向國有財產局申請的情況下，偷偷摸摸蓋的違章建築） ， 目前萬里老家土地承租權登記在長子賴廷與的名下，賴廷與，77年次，成大電機系畢業後，赴美攻讀博士，民國107年和一樣是在美國攻讀博士學位的陳筱依同學結婚，育有子女，賴清德次子賴廷彥，美國加州大學博克來分校畢業後，目前也在美國攻讀,,特權賴清德。 賴清德萬里老家豪宅別墅土地所有權是國有財產局的，地上的建築物是實質違建（民國92年賴清德擔任立委時，在沒有向國有財產局申請的情況下，偷偷摸摸蓋的違章建築） ， 目前萬里老家土地承租權登記在長子賴廷與的名下，賴廷與，77年次，成大電機系畢業後，赴美攻讀博士，民國107年和一樣是在美國攻讀博士學位的陳筱依同學結婚，育有子女，賴清德次子賴廷彥，美國加州大學博克來分校畢業後，目前也在美國攻讀,False,False,True,-1,9.217695236206056,4.871427536010742,0,2,0,political,2024,0,1,0,0,0,candidate
bgu4z5w5ra32,2023-12-25 10:41:25.911000+00:00,TEXT,FvYvoYwBAjOeMOkl89Z6,RUMOR,2023-12-25 13:35:23.513000+00:00,RUMOR,2.899333888888889,房價一直是蔡英文政府8年前的政件，20萬戶社宅來提供需要的人，買不起至少可以用政府的力量優先租給需要的人，但8年了，如今僅有2萬5千戶，且2萬戶是柯P當台北市長時蓋的，賴清德當台南市長8年更是完工0戶,,房價一直是蔡英文政府8年前的政件，20萬戶社宅來提供需要的人，買不起至少可以用政府的力量優先租給需要的人，但8年了，如今僅有2萬5千戶，且2萬戶是柯P當台北市長時蓋的，賴清德當台南市長8年更是完工0戶,False,False,True,107,9.125584602355955,4.969134330749512,0,3,0,political,2024,0,2,0,0,0,candidate
dzu1xg63faqn,2023-12-25 03:31:29.947000+00:00,TEXT,B_bqoYwBAjOeMOklctda,RUMOR,2023-12-25 16:59:05.686000+00:00,RUMOR,13.4599275,"一圖看賴清德老家違建變化！　並非舊有礦工工寮修建
https://www.ettoday.net/news/20231225/2650213.htm?from=ettoday_app",,一圖看賴清德老家違建變化！　並非舊有礦工工寮修建,False,False,True,-1,9.256641387939451,5.1591949462890625,0,1,0,political,2024,0,1,0,0,0,candidate
nfcfm2okpfz,2023-12-21 01:02:03.123000001+00:00,TEXT,7PbMoYwBAjOeMOklVtYF,RUMOR,2023-12-25 16:26:12.356000+00:00,RUMOR,111.40256472222222,"網紅爆萬里特勤租用賴清德兄宅 挨酸「賴皮寮一魚幾吃」
https://udn.com/vote2024/story/123307/7654807?from=udn_ch2_menu_v2_main_index
2023-12-20 21:44",,"網紅爆萬里特勤租用賴清德兄宅 挨酸「賴皮寮一魚幾吃」
 
2023-12-20 21:44",False,False,True,88,7.805047035217285,4.133878231048584,0,1,0,political,2024,0,1,0,0,0,candidate
2kfwcqsq72pgf,2022-11-23 11:40:58.486000002+00:00,TEXT,UvUFiosBAjOeMOklh4el,RUMOR,2023-11-01 08:35:00.131000+00:00,RUMOR,8228.900456944444,"民進黨立委林淑芬忍很久了，終於看不下去了，說出自家作票灌票慣例……
https://youtu.be/pRkaanMW9cI",,民進黨立委林淑芬忍很久了，終於看不下去了，說出自家作票灌票慣例……,False,False,False,114,10.999883651733398,5.835732460021973,0,2,0,political,off,0,0,0,1,0,party
3ap3u8ybhztsm,2023-07-29 12:06:00.646000002+00:00,TEXT,mM_nvokBrkRFoI6r50fx,RUMOR,2023-08-04 04:56:56.558000+00:00,RUMOR,136.84886444444444,"蔡英文卸任債留子孫
舉債將破8兆
國民黨立委費鴻泰則說,相較於112年度中央政府總預算,以年蔡政府上任以後迄今
的7年內,多出了1.3兆債,112年度中央政府計債務達6.6兆;也就是說,蔡英
文政府執政8年,了9年的錢。鴻泰指出,根據財政部國庫署國債鐘統計顯示,到
了今年6月底每位人(包含一出生的嬰兒)負了26.6萬元。政院、財政部、主計
總處必須跟國人說清楚,不要再用騙的,讓國人以為國家財政良好",,"蔡英文卸任債留子孫
舉債將破8兆
國民黨立委費鴻泰則說,相較於112年度中央政府總預算,以年蔡政府上任以後迄今
的7年內,多出了1.3兆債,112年度中央政府計債務達6.6兆;也就是說,蔡英
文政府執政8年,了9年的錢。鴻泰指出,根據財政部國庫署國債鐘統計顯示,到
了今年6月底每位人(包含一出生的嬰兒)負了26.6萬元。政院、財政部、主計
總處必須跟國人說清楚,不要再用騙的,讓國人以為國家財政良好",False,False,False,107,9.826959609985352,5.40685510635376,0,3,0,political,off,0,1,0,1,0,candidate
38p0fizfr96az,2019-10-06 02:47:17.137999999+00:00,TEXT,a93Mn20BqwaEkHKwUQXa,RUMOR,2019-10-06 06:40:30.677000+00:00,RUMOR,3.887094166666667,"剩下不到100天了⋯
藍軍朋友們、愛中華民國的同胞們
就算是郭粉們⋯清醒吧！
不要任性，賭氣了！
沒了韓國瑜⋯沒了中華民國
大家都等吃屎吧！
你還要這爛黨搞死⋯中華民國嗎？
民主這神聖的一票⋯在我們手上
決定中華民國的命運
就在這一次了⋯⋯
聽聽趙少康⋯含淚的陳述吧⋯⋯

藍軍朋友們：
無論心中有什麼不滿，在此黨國危難之時，也請先【含淚投票再說吧！】……

請代為廣傳！ 

趙少康致詞：
坦言選情",,"剩下不到100天了⋯
藍軍朋友們、愛中華民國的同胞們
就算是郭粉們⋯清醒吧！
不要任性，賭氣了！
沒了韓國瑜⋯沒了中華民國
大家都等吃屎吧！
你還要這爛黨搞死⋯中華民國嗎？
民主這神聖的一票⋯在我們手上
決定中華民國的命運
就在這一次了⋯⋯
聽聽趙少康⋯含淚的陳述吧⋯⋯

藍軍朋友們：
無論心中有什麼不滿，在此黨國危難之時，也請先【含淚投票再說吧！】……

請代為廣傳！ 

趙少康致詞：
坦言選情",False,False,False,-1,10.508285522460938,4.904201030731201,0,2,0,political,off,1,1,0,0,0,electoral
2nfoj8r101ycp,,TEXT,AtbZoHIBb3SlMKoAj5cC,RUMOR,,RUMOR,37.62990916666667,"中鋼罷韓付費

「中鋼公告：去罷韓可提早3小時下班、並領5小時加班費，只要去罷韓，就可以無故獲得8小時費用！」首度聽說時，直覺以為是假訊息。繼而有人貼出公文實照，竟然是真的！難怪罷免比選舉人數還多，人性上不易可白領而不白領，這種利誘太可怕了！

這不僅是賄選，中鋼是國營公司，證明臺灣已經退化為黨國體制，「蔡主席」公開指示罷韓的宣示，明確印證了黨在國家之上的集權事實。

中鋼有這個事實，在高雄的其他",,"中鋼罷韓付費

「中鋼公告：去罷韓可提早3小時下班、並領5小時加班費，只要去罷韓，就可以無故獲得8小時費用！」首度聽說時，直覺以為是假訊息。繼而有人貼出公文實照，竟然是真的！難怪罷免比選舉人數還多，人性上不易可白領而不白領，這種利誘太可怕了！

這不僅是賄選，中鋼是國營公司，證明臺灣已經退化為黨國體制，「蔡主席」公開指示罷韓的宣示，明確印證了黨在國家之上的集權事實。

中鋼有這個事實，在高雄的其他",False,False,False,112,10.21948528289795,4.878134727478027,0,2,0,political,off,2,0,0,0,0,electoral
tkscej0o2f88,2023-12-14 00:08:03.259000002+00:00,TEXT,CPZoaIwBAjOeMOklU5PC,RUMOR,2023-12-14 12:58:36.865000+00:00,RUMOR,12.842668333333334,"賴清德說老家違建房屋已經過戶給親戚，結果是賴清德的兒子，試問有哪個父親出事情第一時間會把責任推給兒子？

   又有哪個父親出事情會把自己兒子說是親戚？賴清德到底有多心虛？

  賴清德在建物存在期間並未誠實申報，涉違反《公職人員財產申報法》，而且他也未繳納房屋稅，卻向社會大眾說有繳稅，但始終拿不出繳稅証明。這樣的逃稅行為，是身為副總統是最壞的示範，賴清德應該向國人道歉。

  賴清德，一路從不承",,"賴清德說老家違建房屋已經過戶給親戚，結果是賴清德的兒子，試問有哪個父親出事情第一時間會把責任推給兒子？

   又有哪個父親出事情會把自己兒子說是親戚？賴清德到底有多心虛？

  賴清德在建物存在期間並未誠實申報，涉違反《公職人員財產申報法》，而且他也未繳納房屋稅，卻向社會大眾說有繳稅，但始終拿不出繳稅証明。這樣的逃稅行為，是身為副總統是最壞的示範，賴清德應該向國人道歉。

  賴清德，一路從不承",False,False,True,-1,8.820868492126465,3.044649600982666,0,2,0,political,2024,0,1,0,0,0,candidate
